customer_id,signup_date,age_group,location,segment,churn_flag,churn_date,plan_type,plan_price,contract_duration,discount_applied,last_login_date,total_logins,avg_session_duration,features_used_count,payment_status,last_payment_date,outstanding_balance,total_spent,random_notes,survey_response,timestamp
58966,2023-02-23,18-25,Houston,Student,0,,Enterprise,19.99,Monthly,0,2024-02-18,272,40.51,8,Successful,2023-10-09,488.64,99.95,,Neutral,2019-02-10 22:45:00
58967,2023-04-27,46-55,Houston,Corporate,0,,Premium,19.99,Annual,15,2023-08-31,46,47.45,1,Successful,2024-04-09,61.72,339.83,Feedback given,Satisfied,2019-02-10 22:46:00
58968,2024-05-19,36-45,Houston,Individual,0,,Basic,19.99,Annual,5,2023-01-27,388,37.73,17,Successful,2023-09-22,92.77,699.65,Customer called support,Neutral,2019-02-10 22:47:00
58969,2023-11-04,18-25,Chicago,Student,1,,Enterprise,29.99,Annual,0,2023-01-20,470,50.67,9,Successful,2023-06-16,192.47,479.84,Customer called support,Neutral,2019-02-10 22:48:00
58970,2024-05-23,26-35,New York,Student,1,,Business,19.99,Annual,10,2024-09-24,446,57.26,13,Successful,2024-10-07,66.61,99.95,Feedback given,Satisfied,2019-02-10 22:49:00
58971,2023-08-08,36-45,New York,Student,0,,Premium,29.99,Monthly,0,2023-01-13,328,33.84,19,Successful,2023-06-22,448.99,839.72,Customer called support,Very Satisfied,2019-02-10 22:50:00
58972,2024-07-08,26-35,Los Angeles,Student,0,,Premium,19.99,Annual,0,2023-01-29,404,59.43,10,Successful,2024-03-05,496.83,379.81,,Satisfied,2019-02-10 22:51:00
58973,2024-03-16,26-35,Miami,Student,0,,Premiumm,99.99,Annual,15,2024-01-05,197,54.52,7,Successful,2023-04-19,30.96,2699.73,NA,Neutral,2019-02-10 22:52:00
58974,2024-04-11,26-35,Chicago,Student,0,,Standard,49.99,Monthly,20,2024-03-10,378,33.01,2,Successful,2024-07-30,113.48,1499.7,Feedback given,Neutral,2019-02-10 22:53:00
58975,2024-02-25,26-35,Houston,Student,0,,Basic,99.99,Monthly,20,2024-01-11,293,43.49,1,Successful,2023-02-12,132.02,3399.66,,Very Satisfied,2019-02-10 22:54:00
58976,2023-04-25,26-35,New York,Individual,0,,Enterprise,19.99,Monthly,0,2023-11-04,366,17.63,9,Successful,2023-05-22,58.27,559.72,NA,Satisfied,2019-02-10 22:55:00
58977,2024-06-18,46-55,Houston,Individual,0,,Premium,29.99,Monthly,20,2024-01-23,6,46.69,4,Successful,2024-05-19,96.79,269.91,NA,Dissatisfied,2019-02-10 22:56:00
58978,2024-02-15,36-45,Houston,Individual,0,,Basic,19.99,Monthly,10,2023-10-02,485,31.2,11,Successful,2023-08-23,47.74,379.81,Feedback given,Very Satisfied,2019-02-10 22:57:00
58979,2024-06-20,26-35,Chicago,Individual,0,,Basic,9.99,Monthly,5,2024-01-06,165,35.08,18,Successful,2024-06-29,237.0,19.98,,Neutral,2019-02-10 22:58:00
58980,2023-06-24,26-35,Chicago,Individual,0,,Basic,29.99,Annual,5,2023-04-09,244,55.47,9,Successful,2024-12-23,101.33,209.93,,Dissatisfied,2019-02-10 22:59:00
58981,2023-06-24,46-55,Houston,Individual,0,,Premium,19.99,Monthly,20,2023-06-14,317,19.56,10,Successful,2023-04-21,176.34,519.74,,Very Satisfied,2019-02-10 23:00:00
58982,2023-12-15,46-55,New York,Corporate,0,,Premium,9.99,Monthly,0,2023-05-01,339,30.59,15,Failed,2024-09-13,117.61,159.84,NA,Satisfied,2019-02-10 23:01:00
58983,2024-01-17,36-45,New York,Student,1,,Premium,49.99,Monthly,5,2023-12-17,161,25.11,5,Successful,2023-11-27,423.95,799.84,Feedback given,Satisfied,2019-02-10 23:02:00
58984,2023-11-28,18-25,Chicago,Student,0,,Premium,9.99,Annual,5,2024-04-29,359,10.32,18,Successful,2023-08-10,175.23,239.76,Feedback given,Very Satisfied,2019-02-10 23:03:00
58985,2024-12-07,56+,Chicago,Student,0,,Basic,29.99,Monthly,15,2023-03-18,246,9.45,7,Successful,2024-08-06,344.84,389.87,,Dissatisfied,2019-02-10 23:04:00
58986,2023-06-13,26-35,Houston,Individual,0,,Premium,19.99,Annual,15,2024-11-19,69,57.37,16,Failed,2023-01-23,94.4,199.9,Customer called support,Very Dissatisfied,2019-02-10 23:05:00
58987,2023-07-05,46-55,Chicago,Student,1,,Premium,9.99,Monthly,5,2023-01-11,137,8.65,4,Successful,2023-01-10,242.46,339.66,NA,Satisfied,2019-02-10 23:06:00
58988,2023-07-22,36-45,Chicago,Student,0,,Basic,99.99,Annual,10,2024-10-22,69,8.78,15,Successful,2023-06-30,389.81,2799.72,Customer called support,Dissatisfied,2019-02-10 23:07:00
58989,2023-09-06,18-25,New York,Student,1,,Premiumm,99.99,Annual,20,2023-12-30,333,25.65,15,Successful,2024-02-14,330.12,109989.00000000001,Feedback given,Neutral,2019-02-10 23:08:00
58990,2023-04-07,56+,Miami,Individual,0,,Basic,19.99,Annual,15,2024-02-01,227,45.14,10,Successful,2023-07-02,265.5,459.77,NA,Satisfied,2019-02-10 23:09:00
58991,2023-03-14,56+,Chicago,Student,1,,Standard,29.99,Annual,20,2024-09-12,157,14.92,17,Successful,2024-03-07,23.87,809.73,Test data,Dissatisfied,2019-02-10 23:10:00
58992,2024-12-10,36-45,Houston,Corporate,0,,Premium,49.99,Monthly,0,2023-03-22,392,37.87,17,Successful,2024-12-17,136.61,399.92,,Very Satisfied,2019-02-10 23:11:00
58993,2024-02-22,26-35,Houston,Corporate,0,,Premium,49.99,Monthly,10,2023-04-29,185,18.34,11,Successful,2023-08-10,16.54,134973.0,Feedback given,Very Dissatisfied,2019-02-10 23:12:00
58994,2024-11-07,56+,Miami,Corporate,0,,Business,9.99,Annual,10,2023-04-27,397,43.74,11,Successful,2023-08-21,493.96,129.87,Customer called support,Neutral,2019-02-10 23:13:00
58995,2023-09-29,26-35,Chicago,Corporate,0,,Enterprise,19.99,Annual,15,2024-06-03,26,59.2,12,Successful,2024-06-05,103.57,99.95,Customer called support,Neutral,2019-02-10 23:14:00
58996,2023-12-02,26-35,Chicago,Corporate,0,,Premium,49.99,Monthly,5,2023-10-02,476,34.02,4,Failed,2024-02-14,248.99,1149.77,Customer called support,Very Dissatisfied,2019-02-10 23:15:00
58997,2024-08-04,46-55,Miami,Corporate,0,,Premium,49.99,Monthly,0,2024-04-08,178,52.12,16,Successful,2023-01-13,145.08,99.98,Feedback given,Very Dissatisfied,2019-02-10 23:16:00
58998,2024-03-11,18-25,Houston,Student,0,,Premium,49.99,Annual,20,2024-07-21,98,11.7,6,Successful,2024-02-09,289.36,399.92,Test data,Very Dissatisfied,2019-02-10 23:17:00
58999,2024-05-27,36-45,New York,Corporate,1,,Enterprise,29.99,Monthly,20,2024-03-17,73,36.15,18,Successful,2024-05-25,319.6,59.98,Feedback given,Satisfied,2019-02-10 23:18:00
59000,2024-06-16,46-55,Los Angeles,Student,0,,Standard,29.99,Annual,0,2024-08-17,396,49.68,10,Failed,2024-05-27,427.45,89.97,Feedback given,Very Dissatisfied,2019-02-10 23:19:00
59001,2023-01-08,18-25,Los Angeles,Corporate,0,,Premium,19.99,Annual,20,2024-04-18,463,49.72,16,Successful,2024-09-01,152.41,59.97,Customer called support,Very Satisfied,2019-02-10 23:20:00
59002,2023-09-28,36-45,Los Angeles,Student,0,,Standard,49.99,Annual,5,2024-05-20,141,39.16,15,Successful,2023-11-13,248.78,1149.77,NA,Neutral,2019-02-10 23:21:00
59003,2023-07-18,46-55,Miami,Student,0,,Basic,29.99,Annual,5,2024-08-04,420,50.65,17,Successful,2023-11-28,426.78,149.95,,Satisfied,2019-02-10 23:22:00
59004,2024-10-04,26-35,Houston,Corporate,0,,Basic,9.99,Monthly,0,2023-08-18,468,47.9,12,Successful,2024-06-16,11.75,69.93,NA,Neutral,2019-02-10 23:23:00
59005,2023-12-30,46-55,Chicago,Corporate,1,,Premiumm,19.99,Monthly,15,2023-11-23,98,44.77,11,Successful,2024-01-03,361.03,199.9,NA,Satisfied,2019-02-10 23:24:00
59006,2024-02-17,46-55,Chicago,Corporate,0,,Business,9.99,Monthly,10,2023-06-09,156,38.53,5,Successful,2023-05-28,38.84,249.75,Test data,Dissatisfied,2019-02-10 23:25:00
59007,2023-08-23,18-25,Chicago,Student,0,,Basic,19.99,Monthly,5,2023-09-28,274,34.34,3,Successful,2023-05-01,397.81,459.77,Test data,Satisfied,2019-02-10 23:26:00
59008,2023-01-03,36-45,Miami,Student,0,,Basic,99.99,Monthly,10,2024-03-26,490,14.51,12,Successful,2024-03-01,48.44,3399.66,,Satisfied,2019-02-10 23:27:00
59009,2023-02-11,46-55,New York,Corporate,0,,Basic,99.99,Monthly,20,2024-04-18,280,49.08,2,Successful,2023-11-29,499.33,2599.74,,Very Satisfied,2019-02-10 23:28:00
59010,2023-09-10,26-35,Chicago,Individual,0,,Premium,19.99,Monthly,15,2023-08-19,196,8.29,9,Successful,2023-07-14,223.62,139.93,NA,Very Dissatisfied,2019-02-10 23:29:00
59011,2024-05-18,46-55,New York,Corporate,0,,Business,99.99,Monthly,0,2024-02-08,385,27.21,4,Successful,2024-10-16,473.41,239976.00000000003,Customer called support,Neutral,2019-02-10 23:30:00
59012,2023-01-12,18-25,Chicago,Corporate,0,,Business,19.99,Annual,15,2023-07-08,376,48.95,1,Successful,2023-08-12,58.69,379.81,,Satisfied,2019-02-10 23:31:00
59013,2024-07-04,18-25,Houston,Individual,0,,Business,19.99,Annual,0,2023-05-19,217,15.54,2,Successful,2024-12-06,423.84,499.75,Feedback given,Dissatisfied,2019-02-10 23:32:00
59014,2023-10-26,26-35,Miami,Individual,0,,Premium,29.99,Annual,5,2024-07-05,119,9.25,13,Successful,2024-03-16,261.32,389.87,Feedback given,Dissatisfied,2019-02-10 23:33:00
59015,2023-02-12,46-55,Los Angeles,Student,0,,Standard,19.99,Annual,10,2023-11-09,163,44.37,6,Successful,2023-12-12,421.63,659.67,,Very Satisfied,2019-02-10 23:34:00
59016,2023-02-13,26-35,New York,Corporate,0,,Standard,49.99,Monthly,15,2024-07-02,459,50.46,13,Successful,2024-03-20,95.04,999.8,Test data,Neutral,2019-02-10 23:35:00
59017,2023-12-27,36-45,Chicago,Individual,0,,Premium,49.99,Annual,15,2023-03-13,126,7.38,12,Successful,2024-12-28,6.02,1249.75,Feedback given,Very Dissatisfied,2019-02-10 23:36:00
59018,2023-09-17,18-25,Houston,Student,0,,Premiumm,29.99,Monthly,10,2024-01-26,428,43.41,11,Successful,2024-02-04,40.07,239.92,Customer called support,Satisfied,2019-02-10 23:37:00
59019,2023-06-18,18-25,Houston,Corporate,0,,Premium,9.99,Annual,5,2024-07-21,310,52.57,14,Successful,2024-04-14,405.51,239.76,NA,Very Dissatisfied,2019-02-10 23:38:00
59020,2024-08-07,36-45,Miami,Corporate,0,,Business,19.99,Annual,0,2024-08-29,274,59.67,3,Successful,2023-07-29,483.91,619.69,Test data,Neutral,2019-02-10 23:39:00
59021,2024-06-01,56+,New York,Corporate,0,,Basic,19.99,Annual,15,2023-11-23,431,31.63,6,Successful,2024-10-31,216.99,479.76,Test data,Neutral,2019-02-10 23:40:00
59022,2023-01-12,56+,Los Angeles,Corporate,0,,Enterprise,49.99,Monthly,15,2023-03-01,376,31.42,15,Successful,2024-06-08,449.49,249.95,NA,Satisfied,2019-02-10 23:41:00
59023,2024-11-07,36-45,Chicago,Corporate,0,,Standard,49.99,Monthly,5,2024-07-12,240,35.57,13,Failed,2023-08-19,74.05,599.88,Test data,Neutral,2019-02-10 23:42:00
59024,2023-07-30,18-25,Houston,Student,0,,Business,49.99,Monthly,0,2023-08-15,336,50.84,5,Successful,2024-08-21,158.41,1299.74,Test data,Very Satisfied,2019-02-10 23:43:00
59025,2023-05-23,36-45,New York,Student,0,,Enterprise,49.99,Annual,15,2023-02-16,166,25.08,3,Successful,2023-09-15,273.92,1649.67,NA,Very Dissatisfied,2019-02-10 23:44:00
59026,2023-08-06,46-55,New York,Individual,0,,Enterprise,9.99,Annual,0,2023-04-01,244,6.51,5,Successful,2023-06-20,162.27,119.88,Test data,Very Dissatisfied,2019-02-10 23:45:00
59027,2024-04-17,56+,Los Angeles,Corporate,0,,Business,29.99,Monthly,5,2023-11-03,245,14.2,14,Successful,2023-10-17,466.0,539.82,NA,Very Satisfied,2019-02-10 23:46:00
59028,2024-02-11,36-45,Los Angeles,Individual,0,,Standard,29.99,Monthly,15,2024-04-19,148,47.6,14,Successful,2023-11-18,29.04,809.73,Test data,Neutral,2019-02-10 23:47:00
59029,2023-05-27,36-45,Los Angeles,Individual,0,,Basic,19.99,Monthly,5,2024-02-10,297,38.45,18,Successful,2023-10-15,452.35,99.95,,Neutral,2019-02-10 23:48:00
59030,2024-03-15,46-55,Miami,Corporate,0,,Standard,99.99,Monthly,15,2023-06-29,462,26.91,10,Successful,2023-03-29,299.77,3399.66,Test data,Dissatisfied,2019-02-10 23:49:00
59031,2023-07-28,56+,Miami,Individual,0,,Premiumm,9.99,Monthly,10,2023-06-05,414,48.09,8,Successful,2024-08-17,95.05,329.67,Feedback given,Neutral,2019-02-10 23:50:00
59032,2023-03-09,36-45,Chicago,Individual,0,,Enterprise,29.99,Monthly,10,2024-11-23,495,42.19,16,Successful,2023-10-18,122.9,749.75,NA,Very Dissatisfied,2019-02-10 23:51:00
59033,2024-08-18,36-45,Houston,Individual,0,,Premium,99.99,Annual,5,2023-08-02,452,45.04,11,Successful,2024-10-27,352.97,1799.82,Customer called support,Satisfied,2019-02-10 23:52:00
59034,2023-06-06,26-35,New York,Student,0,,Enterprise,49.99,Monthly,5,2024-12-01,240,14.48,6,Successful,2024-10-13,212.33,1549.69,Test data,Satisfied,2019-02-10 23:53:00
59035,2024-12-31,36-45,Chicago,Corporate,0,,Basic,49.99,Monthly,10,2024-05-14,409,22.02,17,Successful,2023-04-15,239.0,1249.75,,Dissatisfied,2019-02-10 23:54:00
59036,2023-09-07,46-55,Los Angeles,Individual,0,,Business,99.99,Monthly,5,2023-09-10,330,47.12,9,Successful,2024-09-09,295.97,3199.68,Feedback given,Satisfied,2019-02-10 23:55:00
59037,2024-12-08,18-25,Houston,Corporate,0,,Standard,19.99,Annual,15,2023-01-30,364,57.78,6,Successful,2023-10-29,264.08,259.87,,Very Satisfied,2019-02-10 23:56:00
59038,2024-04-04,46-55,Miami,Individual,0,,Basic,19.99,Monthly,10,2023-06-05,367,5.15,6,Successful,2024-04-25,88.61,139.93,,Satisfied,2019-02-10 23:57:00
59039,2023-01-20,26-35,Chicago,Individual,1,,Enterprise,49.99,Monthly,0,2023-05-21,484,46.17,5,Successful,2024-03-07,479.86,849.83,Customer called support,Satisfied,2019-02-10 23:58:00
59040,2024-09-25,46-55,Houston,Student,1,,Business,49.99,Annual,20,2023-07-23,257,40.07,6,Successful,2023-03-07,370.68,1249.75,Customer called support,Very Satisfied,2019-02-10 23:59:00
59041,2024-08-19,56+,Miami,Individual,0,,Basic,49.99,Monthly,5,2023-08-01,332,6.1,5,Successful,2023-07-08,379.36,1649.67,Test data,Very Dissatisfied,2019-02-11 00:00:00
59042,2024-04-20,36-45,Los Angeles,Student,0,,Enterprise,19.99,Monthly,15,2024-06-28,367,51.04,19,Successful,2023-09-24,497.71,259.87,Test data,Satisfied,2019-02-11 00:01:00
59043,2024-02-10,26-35,New York,Student,0,,Basic,49.99,Monthly,5,2024-04-04,201,25.16,9,Successful,2024-10-27,92.67,1649.67,,Very Satisfied,2019-02-11 00:02:00
59044,2024-03-18,56+,Houston,Individual,0,,Standard,29.99,Monthly,20,2023-11-12,472,35.01,8,Successful,2023-11-27,249.33,869.71,Feedback given,Very Satisfied,2019-02-11 00:03:00
59045,2024-01-12,26-35,Chicago,Student,0,,Business,19.99,Monthly,5,2023-05-25,221,27.82,13,Failed,2024-12-29,177.0,619.69,Customer called support,Satisfied,2019-02-11 00:04:00
59046,2023-01-07,56+,Houston,Individual,0,,Standard,19.99,Annual,10,2023-06-23,393,12.26,9,Successful,2024-05-16,299.94,539.73,NA,Neutral,2019-02-11 00:05:00
59047,2024-01-20,26-35,Chicago,Corporate,0,,Enterprise,9.99,Monthly,5,2023-08-06,244,6.8,3,Successful,2023-11-02,322.59,39.96,NA,Very Dissatisfied,2019-02-11 00:06:00
59048,2023-10-24,56+,New York,Student,0,,Business,49.99,Monthly,5,2024-04-24,122,33.04,11,Successful,2023-02-02,270.65,1249.75,Test data,Neutral,2019-02-11 00:07:00
59049,2023-02-19,18-25,Los Angeles,Individual,0,,Premium,29.99,Annual,20,2023-06-01,247,37.89,18,Successful,2023-09-01,346.21,779.74,,Very Satisfied,2019-02-11 00:08:00
59050,2024-04-06,36-45,Miami,Corporate,0,,Standard,99.99,Monthly,20,2024-03-04,398,11.97,14,Successful,2023-09-12,12.24,2399.76,Customer called support,Dissatisfied,2019-02-11 00:09:00
59051,2024-01-13,36-45,Los Angeles,Corporate,0,,Standard,49.99,Annual,20,2024-10-02,88,45.84,7,Successful,2024-02-16,310.25,89982.0,Test data,Neutral,2019-02-11 00:10:00
59052,2024-06-14,26-35,New York,Student,0,,Business,19.99,Monthly,0,2023-11-19,16,40.02,7,Successful,2023-09-25,227.25,259.87,NA,Very Satisfied,2019-02-11 00:11:00
59053,2024-08-13,56+,Miami,Corporate,1,,Basic,9.99,Annual,0,2023-05-29,386,47.69,12,Successful,2024-08-31,90.19,319.68,Test data,Dissatisfied,2019-02-11 00:12:00
59054,2024-02-21,18-25,New York,Student,0,,Business,19.99,Monthly,5,2024-12-15,474,11.41,2,Successful,2024-06-08,353.14,699.65,,Dissatisfied,2019-02-11 00:13:00
59055,2024-05-22,18-25,Houston,Corporate,1,,Basic,49.99,Monthly,5,2023-06-06,74,30.49,11,Successful,2023-02-27,362.76,1699.66,Feedback given,Very Dissatisfied,2019-02-11 00:14:00
59056,2023-04-28,36-45,New York,Corporate,0,,Enterprise,49.99,Annual,20,2024-02-10,390,23.08,15,Successful,2023-09-27,1.66,99980.0,NA,Dissatisfied,2019-02-11 00:15:00
59057,2024-09-24,56+,Chicago,Individual,0,,Basic,19.99,Annual,10,2024-02-27,55,28.57,8,Successful,2024-08-06,403.17,499.75,Feedback given,Neutral,2019-02-11 00:16:00
59058,2024-09-24,56+,New York,Student,0,,Premium,99.99,Monthly,20,2023-11-21,88,20.5,1,Successful,2023-09-18,12.47,199.98,,Satisfied,2019-02-11 00:17:00
59059,2023-11-29,56+,Miami,Individual,0,,Basic,29.99,Monthly,15,2024-01-08,96,50.67,7,Successful,2024-05-26,435.72,689.77,Customer called support,Neutral,2019-02-11 00:18:00
59060,2023-01-05,56+,Houston,Corporate,0,,Premium,19.99,Monthly,10,2024-05-13,227,6.43,4,Successful,2023-07-24,281.8,399.8,Customer called support,Satisfied,2019-02-11 00:19:00
59061,2024-07-20,36-45,Houston,Student,0,,Basic,9.99,Monthly,10,2024-08-19,233,12.49,2,Failed,2024-01-05,250.85,49.95,Test data,Dissatisfied,2019-02-11 00:20:00
59062,2024-03-01,36-45,New York,Individual,0,,Enterprise,99.99,Monthly,5,2024-07-04,20,17.68,17,Successful,2023-07-15,259.24,3499.65,NA,Dissatisfied,2019-02-11 00:21:00
59063,2024-04-19,36-45,Houston,Student,0,,Premiumm,29.99,Annual,5,2024-08-21,221,44.54,11,Successful,2024-03-06,249.41,179.94,NA,Satisfied,2019-02-11 00:22:00
59064,2024-04-27,46-55,Chicago,Individual,0,,Premium,99.99,Annual,20,2023-01-13,256,6.81,15,Successful,2024-12-22,59.33,309969.0,NA,Dissatisfied,2019-02-11 00:23:00
59065,2024-08-23,18-25,New York,Corporate,0,,Premiumm,99.99,Annual,5,2024-04-01,446,50.9,10,Failed,2023-05-18,454.62,199.98,Test data,Neutral,2019-02-11 00:24:00
59066,2023-12-20,56+,Chicago,Student,0,,Basic,99.99,Monthly,15,2024-08-04,251,21.45,13,Successful,2023-01-08,94.22,299.97,Test data,Very Satisfied,2019-02-11 00:25:00
59067,2023-03-15,46-55,Chicago,Student,1,,Standard,99.99,Annual,15,2024-06-08,68,29.37,11,Successful,2024-05-04,277.84,2399.76,Test data,Satisfied,2019-02-11 00:26:00
59068,2024-12-10,18-25,Chicago,Student,0,,Enterprise,9.99,Annual,15,2023-05-14,43,14.8,8,Successful,2023-01-03,392.88,69.93,NA,Satisfied,2019-02-11 00:27:00
59069,2023-02-07,18-25,Los Angeles,Student,0,,Standard,49.99,Annual,20,2023-01-23,371,6.48,11,Successful,2023-02-12,469.85,1149.77,,Very Dissatisfied,2019-02-11 00:28:00
59070,2024-07-07,18-25,New York,Corporate,0,,Premium,29.99,Monthly,20,2024-10-31,75,16.2,4,Successful,2023-12-04,422.8,749.75,Test data,Neutral,2019-02-11 00:29:00
59071,2024-11-30,56+,New York,Student,0,,Business,19.99,Monthly,10,2023-11-19,442,46.19,1,Successful,2023-05-30,331.48,19.99,NA,Dissatisfied,2019-02-11 00:30:00
59072,2024-01-27,36-45,Chicago,Corporate,0,,Basic,29.99,Monthly,20,2024-02-15,174,39.5,18,Successful,2024-01-26,161.15,89.97,Feedback given,Very Dissatisfied,2019-02-11 00:31:00
59073,2024-11-30,26-35,Los Angeles,Student,0,,Premium,29.99,Monthly,0,2023-07-22,302,21.69,3,Successful,2024-12-23,446.47,599.8,,Very Satisfied,2019-02-11 00:32:00
59074,2024-07-10,56+,Chicago,Individual,0,,Premiumm,19.99,Annual,10,2023-12-03,165,40.75,18,Successful,2024-10-19,315.12,99.95,Feedback given,Very Satisfied,2019-02-11 00:33:00
59075,2024-08-08,36-45,Los Angeles,Corporate,0,,Basic,49.99,Monthly,10,2024-12-06,90,40.12,4,Successful,2024-06-22,393.39,449.91,NA,Very Satisfied,2019-02-11 00:34:00
59076,2023-09-21,18-25,Miami,Individual,0,,Premium,49.99,Monthly,20,2024-04-11,76,11.31,19,Successful,2023-01-13,44.95,849.83,NA,Dissatisfied,2019-02-11 00:35:00
59077,2024-10-03,56+,Houston,Corporate,0,,Business,99.99,Monthly,20,2024-05-24,390,12.94,15,Successful,2023-03-29,194.75,2999.7,Customer called support,Dissatisfied,2019-02-11 00:36:00
59078,2023-10-06,26-35,New York,Individual,0,,Basic,19.99,Annual,15,2024-08-07,307,17.17,15,Successful,2024-06-23,240.74,279.86,NA,Dissatisfied,2019-02-11 00:37:00
59079,2023-01-13,18-25,New York,Individual,0,,Basic,19.99,Monthly,15,2024-12-07,312,37.27,3,Successful,2024-09-15,337.69,439.78,NA,Dissatisfied,2019-02-11 00:38:00
59080,2023-02-18,36-45,Houston,Student,0,,Standard,29.99,Monthly,15,2023-01-16,265,5.08,8,Successful,2023-05-26,425.23,959.68,Customer called support,Very Satisfied,2019-02-11 00:39:00
59081,2024-01-28,18-25,Houston,Individual,0,,Standard,19.99,Annual,5,2024-01-05,250,34.59,19,Successful,2024-07-11,480.43,539.73,Customer called support,Neutral,2019-02-11 00:40:00
59082,2023-07-25,56+,Chicago,Individual,0,,Enterprise,49.99,Monthly,5,2024-09-12,285,5.46,19,Successful,2023-06-30,445.12,449.91,Test data,Very Satisfied,2019-02-11 00:41:00
59083,2023-05-30,26-35,New York,Student,0,,Enterprise,9.99,Annual,10,2023-09-17,38,27.66,12,Successful,2023-10-15,212.95,299.7,Test data,Satisfied,2019-02-11 00:42:00
59084,2024-11-05,18-25,New York,Corporate,0,,Business,19.99,Annual,10,2024-01-30,296,33.77,17,Successful,2024-04-05,168.92,359.82,Test data,Neutral,2019-02-11 00:43:00
59085,2023-04-15,26-35,Chicago,Corporate,0,,Standard,99.99,Annual,0,2024-05-21,285,11.53,16,Successful,2023-10-03,308.79,1399.86,Feedback given,Neutral,2019-02-11 00:44:00
59086,2023-08-10,56+,Los Angeles,Corporate,0,,Premium,29.99,Annual,5,2023-04-08,214,42.09,13,Successful,2024-07-16,436.29,569.81,Feedback given,Satisfied,2019-02-11 00:45:00
59087,2024-02-04,26-35,New York,Corporate,0,,Business,9.99,Annual,10,2024-10-10,328,32.29,7,Successful,2024-01-06,201.7,309.69,NA,Very Satisfied,2019-02-11 00:46:00
59088,2023-02-23,18-25,Chicago,Corporate,0,,Basic,49.99,Annual,15,2024-10-04,315,43.56,19,Successful,2023-03-26,127.24,349.93,Test data,Very Satisfied,2019-02-11 00:47:00
59089,2024-10-06,18-25,Houston,Individual,0,,Business,19.99,Annual,5,2024-05-22,191,46.95,19,Successful,2023-02-03,321.11,219.89,Test data,Very Satisfied,2019-02-11 00:48:00
59090,2024-06-26,36-45,Chicago,Individual,0,,Standard,29.99,Annual,5,2024-09-06,358,40.32,11,Successful,2024-06-02,359.57,419.86,Test data,Very Satisfied,2019-02-11 00:49:00
59091,2024-08-26,18-25,Chicago,Individual,0,,Enterprise,29.99,Monthly,0,2024-06-04,86,11.4,9,Successful,2024-08-24,489.56,569.81,Customer called support,Neutral,2019-02-11 00:50:00
59092,2024-04-05,56+,Houston,Corporate,0,,Standard,9.99,Monthly,0,2024-07-16,146,43.22,6,Successful,2024-10-23,118.17,9.99,Feedback given,Very Satisfied,2019-02-11 00:51:00
59093,2023-06-04,26-35,Houston,Individual,0,,Basic,29.99,Annual,0,2023-07-08,395,27.99,9,Failed,2024-02-06,401.57,569.81,Test data,Satisfied,2019-02-11 00:52:00
59094,2023-06-22,46-55,Los Angeles,Individual,0,,Standard,49.99,Monthly,10,2024-01-11,404,39.01,18,Successful,2024-06-14,431.22,299.94,Test data,Very Dissatisfied,2019-02-11 00:53:00
59095,2023-03-10,18-25,Chicago,Corporate,0,,Basic,49.99,Monthly,5,2024-09-19,135,36.88,13,Successful,2023-11-01,337.29,1499.7,,Dissatisfied,2019-02-11 00:54:00
59096,2024-09-07,46-55,Houston,Corporate,0,,Enterprise,99.99,Monthly,5,2023-06-08,492,15.75,7,Successful,2024-08-31,311.16,99.99,Feedback given,Dissatisfied,2019-02-11 00:55:00
59097,2023-06-25,18-25,Miami,Corporate,0,,Standard,49.99,Annual,5,2023-05-07,159,20.14,12,Successful,2023-03-09,291.76,1199.76,Customer called support,Dissatisfied,2019-02-11 00:56:00
59098,2024-04-11,18-25,Houston,Student,0,,Premium,19.99,Monthly,5,2024-08-16,132,18.54,4,Successful,2023-11-18,417.79,119.94,Customer called support,Dissatisfied,2019-02-11 00:57:00
59099,2023-12-13,18-25,Los Angeles,Individual,1,,Premium,9.99,Monthly,20,2023-01-19,410,45.15,9,Successful,2024-03-21,86.87,279.72,NA,Very Satisfied,2019-02-11 00:58:00
59100,2024-06-13,36-45,New York,Individual,0,,Standard,49.99,Annual,10,2023-08-14,418,50.89,12,Successful,2023-07-11,116.45,699.86,NA,Satisfied,2019-02-11 00:59:00
59101,2024-08-24,18-25,Houston,Corporate,0,,Business,49.99,Annual,15,2024-04-12,118,27.45,18,Successful,2024-11-01,434.55,1449.71,Customer called support,Dissatisfied,2019-02-11 01:00:00
59102,2024-08-30,26-35,Miami,Individual,1,,Basic,19.99,Annual,15,2024-05-11,271,23.5,4,Failed,2023-01-15,451.84,19.99,,Very Satisfied,2019-02-11 01:01:00
59103,2023-09-29,18-25,Los Angeles,Corporate,0,,Premium,99.99,Annual,15,2024-05-25,479,29.43,3,Successful,2024-09-02,183.72,2399.76,Test data,Neutral,2019-02-11 01:02:00
59104,2023-10-16,18-25,Chicago,Student,0,,Basic,99.99,Monthly,10,2024-05-28,219,34.82,2,Failed,2024-05-23,497.55,2799.72,Customer called support,Very Dissatisfied,2019-02-11 01:03:00
59105,2023-12-14,46-55,Los Angeles,Student,0,,Premium,19.99,Monthly,20,2024-03-01,175,31.39,12,Successful,2023-11-28,97.01,599.7,NA,Satisfied,2019-02-11 01:04:00
